test_length,10,20,30,40,50,60,90,120,150,180
0,0.5390221024844909,0.604087295465509,0.6291954689019872,0.7006841305220178,0.6693385335973364,0.7706598444498375,0.7823359613124486,0.8395024313566806,0.8636284290281958,0.8654552642762953
1,0.6335294117647059,0.7009803921568626,0.7266666666666666,0.8239215686274509,0.7878431372549021,0.897843137254902,0.9001960784313727,0.9482352941176471,0.962549019607843,0.9607843137254902
2,0.682156862745098,0.7380392156862744,0.7699999999999999,0.8780392156862745,0.8323529411764706,0.9443137254901961,0.9445098039215686,0.9801960784313725,0.9866666666666667,0.9860784313725492
3,0.7007843137254902,0.7533333333333333,0.7780392156862744,0.8862745098039216,0.843529411764706,0.9594117647058823,0.957843137254902,0.9831372549019607,0.9907843137254903,0.9925490196078431
4,0.7072549019607842,0.7550980392156862,0.788235294117647,0.8917647058823529,0.8513725490196079,0.9674509803921568,0.9662745098039216,0.9841176470588234,0.9937254901960784,0.995294117647059
5,0.7113725490196078,0.7658823529411766,0.7972549019607844,0.8980392156862745,0.8570588235294118,0.9715686274509804,0.9737254901960785,0.9872549019607842,0.9945098039215687,0.996078431372549
6,0.7160784313725489,0.7672549019607843,0.7986274509803922,0.8998039215686274,0.8582352941176471,0.9735294117647059,0.973921568627451,0.9901960784313726,0.9958823529411763,0.9976470588235294
7,0.7160784313725489,0.7654901960784314,0.8052941176470588,0.9017647058823529,0.8580392156862745,0.9772549019607845,0.9807843137254902,0.9903921568627451,0.9947058823529412,0.9986274509803922
8,0.723529411764706,0.7694117647058824,0.8043137254901961,0.9070588235294118,0.8594117647058823,0.9809803921568627,0.9798039215686275,0.990392156862745,0.996078431372549,0.9992156862745097
9,0.7294117647058823,0.7727450980392158,0.8068627450980393,0.8992156862745099,0.865686274509804,0.9780392156862745,0.9819607843137256,0.9903921568627451,0.9952941176470588,0.9996078431372549
10,0.7250980392156863,0.7776470588235295,0.8056862745098039,0.9058823529411765,0.8656862745098038,0.9811764705882352,0.9801960784313727,0.9894117647058823,0.9954901960784314,0.9992156862745097
15,0.7350980392156864,0.7809803921568627,0.811764705882353,0.9062745098039215,0.8619607843137255,0.981764705882353,0.9876470588235294,0.9954901960784314,0.9974509803921568,0.9998039215686275
20,0.7325490196078431,0.7821568627450981,0.8158823529411765,0.9066666666666667,0.861764705882353,0.9825490196078431,0.9892156862745098,0.995686274509804,0.9966666666666666,1.0
25,0.7388235294117647,0.7849019607843136,0.8172549019607843,0.9092156862745098,0.8670588235294118,0.9837254901960785,0.9898039215686275,0.9956862745098038,0.9984313725490196,1.0
30,0.7392156862745098,0.7841176470588236,0.8182352941176471,0.9090196078431373,0.8668627450980392,0.9831372549019607,0.9915686274509804,0.9962745098039215,0.9984313725490196,1.0
35,0.7403921568627451,0.7827450980392157,0.8219607843137254,0.9107843137254902,0.8652941176470589,0.9823529411764707,0.9923529411764708,0.9958823529411763,0.9990196078431373,1.0
40,0.746078431372549,0.7835294117647059,0.8213725490196078,0.9119607843137255,0.8678431372549019,0.9845098039215686,0.9950980392156863,0.9976470588235294,0.997843137254902,1.0
45,0.7437254901960784,0.7831372549019608,0.8231372549019608,0.9135294117647059,0.8633333333333333,0.9815686274509804,0.994313725490196,0.9984313725490196,0.9988235294117646,1.0
